Date,EmpID,Engagement,Satisfaction,WorkLifeBalance,InEmployment
2022-10-15,3190,4,5,5,Yes
2023-02-24,3191,1,2,2,No
2023-06-26,3192,5,4,1,No
2023-08-05,3193,1,1,5,Yes
2022-12-26,3194,2,5,5,Yes
2023-03-23,3195,5,4,1,No
2022-10-31,3196,3,3,1,No
2022-09-20,3197,5,5,2,Yes
2023-01-04,3198,1,3,1,Yes
2022-08-31,3199,1,4,4,Yes
2023-05-28,3200,5,1,3,Yes
2022-12-27,3201,1,4,5,Yes
2022-12-25,3202,2,5,1,Yes
2022-11-11,3203,4,4,2,No
2022-12-27,3204,4,1,1,No
2022-11-03,3205,3,1,3,No
2022-09-13,3206,2,4,4,Yes
2023-01-13,3207,4,4,5,Yes
2023-03-22,3208,5,1,3,No
2023-01-13,3209,3,3,1,Yes
2023-07-11,3210,3,5,1,Yes
2022-10-09,3211,1,5,3,No
2023-03-09,3212,2,5,4,No
2023-01-08,3213,2,5,1,No
2023-04-14,3214,3,1,2,Yes
2022-11-12,3215,4,3,5,Yes
2023-03-29,3216,1,4,3,Yes
2022-11-01,3217,1,2,1,No
2023-01-13,3218,2,2,5,Yes
2023-02-06,3219,3,3,4,Yes
2022-08-22,3220,5,4,3,No
2023-04-01,3221,1,3,5,No
2022-10-18,3222,2,5,1,Yes
2022-11-11,3223,4,4,2,Yes
2023-04-29,3224,2,4,5,Yes
2022-09-30,3225,3,1,1,Yes
2022-10-06,3226,1,2,3,Yes
2022-11-21,3227,3,5,2,No
2022-11-13,3228,3,5,3,No
2022-09-29,3229,4,3,4,No
2023-04-08,3230,4,3,1,Yes
2022-12-11,3231,5,3,3,Yes
2023-07-01,3232,5,2,3,No
2022-12-31,3233,5,3,1,No
2023-04-09,3234,1,3,4,Yes
2022-10-22,3235,3,4,1,No
2023-04-28,3236,2,4,1,No
2023-02-10,3237,5,1,2,Yes
2023-04-05,3238,5,3,5,No
2023-06-13,3239,5,2,5,Yes
2022-08-22,3240,2,5,4,No
2023-06-03,3241,1,5,3,Yes
2023-06-09,3242,3,3,1,No
2022-11-25,3243,2,3,1,Yes
2023-03-25,3244,2,1,1,Yes
2022-11-18,3245,3,5,2,No
2023-05-03,3246,1,1,4,No
2023-06-26,3247,2,5,4,Yes
2022-11-04,3248,4,3,3,Yes
2023-02-03,3249,3,2,5,Yes
2022-11-15,3250,1,1,3,Yes
2023-04-09,3251,5,1,2,No
2023-08-05,3252,1,3,1,Yes
2023-03-28,3253,1,3,1,No
2022-10-30,3254,2,4,1,No
2023-02-17,3255,1,4,1,No
2023-07-04,3256,4,1,4,Yes
2022-10-09,3257,1,3,5,Yes
2022-10-16,3258,4,4,3,No
2022-11-07,3259,5,2,1,No
2022-10-27,3260,5,2,1,Yes
2023-06-07,3261,2,2,1,Yes
2022-10-06,3262,4,3,3,Yes
2023-06-18,3263,1,3,2,No
2023-07-19,3264,1,4,3,No
2022-09-10,3265,4,3,2,Yes
2023-01-17,3266,1,2,3,Yes
2023-06-14,3267,1,5,2,No
2023-06-30,3268,1,5,4,Yes
2022-11-30,3269,1,5,2,Yes
2022-09-26,3270,5,5,4,Yes
2023-03-12,3271,1,5,1,No
2023-03-02,3272,5,5,2,Yes
2023-05-05,3273,4,5,4,Yes
2023-06-25,3274,3,5,4,No
2023-06-25,3275,1,2,3,Yes
2023-03-20,3276,2,2,4,Yes
2023-01-07,3277,3,2,3,No
2022-10-14,3278,1,4,4,No
2023-04-01,3279,5,2,1,No
2023-08-03,3280,4,5,4,No
2023-02-27,3281,4,4,4,Yes
2023-04-30,3282,5,1,1,Yes
2022-10-19,3283,1,3,3,Yes
2022-12-09,3284,2,4,1,Yes
2023-05-29,3285,3,3,3,Yes
2023-04-25,3286,3,1,4,Yes
2023-03-31,3287,5,1,2,Yes
2023-03-31,3288,1,5,2,Yes
2023-06-13,3289,3,5,1,Yes
2023-07-14,3290,1,1,2,Yes
2023-06-28,3291,1,1,3,No
2022-08-14,3292,5,4,3,No
2023-06-29,3293,5,3,4,No
2023-01-28,3294,3,2,2,No
2022-08-11,3295,1,2,1,Yes
2022-10-13,3296,1,4,5,No
2022-10-22,3297,2,3,3,No
2022-12-12,3298,3,4,4,No
2023-01-31,3299,4,1,2,Yes
2023-02-09,3300,1,1,3,No
2022-11-10,3301,2,2,2,No
2022-09-24,3302,5,1,2,Yes
2023-03-08,3303,1,2,1,Yes
2023-06-15,3304,2,4,2,Yes
2022-08-08,3305,5,4,5,Yes
2022-12-17,3306,3,5,1,No
2022-10-23,3307,2,4,1,Yes
2023-01-05,3308,1,3,2,Yes
2023-05-31,3309,2,3,5,Yes
2022-11-04,3310,4,5,5,Yes
2023-07-31,3311,5,2,1,No
2023-06-14,3312,3,1,4,Yes
2023-05-31,3313,1,2,2,Yes
2023-01-30,3314,1,4,1,Yes
2023-06-20,3315,5,3,4,No
2022-08-10,3316,2,1,2,Yes
2023-03-11,3317,1,5,5,Yes
2022-11-17,3318,4,3,3,No
2022-08-05,3319,5,3,4,Yes
2023-01-10,3320,1,4,4,Yes
2023-01-05,3321,4,1,3,Yes
2022-11-27,3322,2,5,4,No
2022-11-09,3323,5,3,5,No
2022-09-06,3324,3,2,5,No
2023-03-20,3325,4,5,5,No
2023-06-24,3326,4,1,3,Yes
2022-12-13,3327,5,1,1,Yes
2023-05-19,3328,2,5,4,No
2022-12-03,3329,4,4,3,Yes
2023-04-26,3330,1,3,3,Yes
2022-08-26,3331,1,5,5,No
2023-03-29,3332,2,4,5,Yes
2022-12-23,3333,2,3,1,No
2022-08-18,3334,1,4,2,No
2022-12-01,3335,5,1,3,No
2023-01-25,3336,4,4,2,No
2023-02-21,3337,5,5,2,Yes
2023-03-28,3338,3,2,4,Yes
2023-08-01,3339,1,1,3,Yes
2022-12-14,3340,5,2,3,Yes
2023-03-20,3341,3,5,3,No
2022-12-12,3342,3,4,1,Yes
2023-07-21,3343,4,2,5,No
2023-07-13,3344,5,4,1,Yes
2023-02-22,3345,1,1,3,No
2023-05-25,3346,5,3,2,No
2023-05-06,3347,4,2,1,No
2022-09-18,3348,5,2,1,Yes
2022-12-01,3349,1,4,3,Yes
2022-10-30,3350,2,1,1,No
2023-02-14,3351,4,2,3,No
2023-01-22,3352,2,5,2,No
2023-01-11,3353,2,3,2,Yes
2022-09-02,3354,1,4,1,Yes
2023-07-08,3355,1,3,3,No
2022-08-10,3356,2,5,1,Yes
2022-12-07,3357,3,3,1,Yes
2022-09-27,3358,1,1,2,Yes
2023-04-29,3359,3,1,3,Yes
2023-06-25,3360,4,4,1,Yes
2023-03-23,3361,1,3,3,No
2023-03-19,3362,1,5,1,Yes
2023-06-22,3363,4,4,2,Yes
2023-03-18,3364,1,5,2,No
2023-07-25,3365,1,1,4,Yes
2022-08-21,3366,4,5,5,No
2022-09-11,3367,4,1,5,No
2023-06-15,3368,5,1,4,No
2023-06-16,3369,2,5,4,No
2023-07-30,3370,3,5,3,Yes
2022-08-08,3371,4,2,5,No
2023-07-13,3372,1,3,1,No
2023-08-03,3373,2,4,4,Yes
2023-03-17,3374,1,3,3,No
2023-01-24,3375,2,4,3,No
2022-08-19,3376,4,1,2,No
2022-12-19,3377,3,5,3,Yes
2023-04-12,3378,5,1,4,Yes
2022-12-31,3379,2,1,4,No
2022-09-05,3380,4,3,2,No
2022-10-03,3381,1,5,2,No
2022-11-10,3382,3,5,5,Yes
2022-11-12,3383,3,2,3,No
2023-06-27,3384,2,1,2,Yes
2022-12-21,3385,2,1,4,Yes
2023-01-01,3386,2,1,5,No
2023-04-19,3387,1,3,4,Yes
2022-10-09,3388,3,1,3,Yes
2023-02-11,3389,2,3,1,Yes
2023-08-02,3390,2,4,2,No
2023-07-05,3391,4,3,1,Yes
2022-10-02,3392,3,4,2,No
2023-05-21,3393,3,4,4,Yes
2023-04-06,3394,1,5,5,Yes
2023-05-30,3395,4,4,3,No
2022-09-13,3396,4,3,3,No
2023-03-22,3397,3,3,2,Yes
2022-08-15,3398,5,2,1,Yes
2023-05-23,3399,4,4,5,Yes
2022-12-30,3400,2,5,3,Yes
2022-11-06,3401,4,4,1,Yes
2023-04-23,3402,1,4,4,No
2023-03-06,3403,4,4,3,No
2023-03-22,3404,4,1,1,No
2022-08-16,3405,2,1,1,Yes
2023-07-16,3406,5,5,4,No
2023-05-09,3407,1,3,5,Yes
2023-06-02,3408,2,2,4,No
2022-10-03,3409,5,5,4,No
2022-09-04,3410,4,3,4,Yes
2022-10-30,3411,2,3,2,Yes
2022-09-24,3412,5,4,4,Yes
2022-12-22,3413,1,2,5,Yes
2023-02-06,3414,5,2,4,Yes
2023-06-08,3415,2,5,1,No
2022-08-26,3416,1,2,1,Yes
2023-05-21,3417,2,5,5,Yes
2023-06-26,3418,5,3,4,Yes
2022-11-25,3419,2,5,2,Yes
2023-03-08,3420,2,3,3,No
2023-02-15,3421,5,4,2,No
2023-06-08,3422,1,1,3,No
2022-09-19,3423,4,5,3,Yes
2023-03-14,3424,2,4,5,No
2022-12-25,3425,5,2,3,No
2022-08-24,3426,1,3,2,Yes
2023-01-14,3427,1,2,3,Yes
2022-09-09,3428,2,1,5,No
2023-05-27,3429,1,2,1,Yes
2023-06-16,3430,5,5,4,Yes
2022-11-25,3431,2,5,3,Yes
2022-12-12,3432,2,3,5,Yes
2023-03-25,3433,1,5,2,Yes
2023-04-21,3434,1,4,2,No
2022-12-09,3435,4,3,3,Yes
2023-07-30,3436,5,5,2,No
2022-10-15,3437,3,2,5,No
2022-10-28,3438,4,2,5,No
2022-10-30,3439,1,2,5,Yes
2022-09-24,3440,1,4,5,Yes
2022-10-30,3441,4,2,5,Yes
2022-10-31,3442,2,5,3,No
2023-04-29,3443,2,2,4,Yes
2022-12-14,3444,1,2,4,No
2023-05-07,3445,4,5,2,Yes
2023-05-21,3446,4,3,5,Yes
2023-05-08,3447,5,1,4,Yes
2023-03-28,3448,5,1,5,No
2023-06-30,3449,3,2,1,No
2023-01-18,3450,4,3,5,No
2023-04-29,3451,5,1,2,No
2023-01-19,3452,5,5,2,Yes
2022-09-17,3453,5,5,3,No
2023-03-14,3454,4,4,2,Yes
2022-08-12,3455,2,1,1,No
2023-03-30,3456,4,3,4,Yes
2023-04-21,3457,5,1,4,Yes
2023-02-14,3458,2,5,5,Yes
2022-10-26,3459,4,4,3,No
2022-11-16,3460,4,3,3,Yes
2023-04-24,3461,1,4,4,No
2022-11-08,3462,3,3,1,No
2022-09-18,3463,4,3,4,No
2022-12-29,3464,2,5,3,No
2023-05-19,3465,5,4,3,Yes
2023-08-04,3466,1,3,4,No
2023-06-27,3467,4,3,2,Yes
2023-02-05,3468,3,1,3,Yes
2023-08-01,3469,5,5,1,No
2023-05-06,3470,1,2,3,No
2023-04-30,3471,2,4,1,Yes
2023-07-26,3472,5,5,4,Yes
2023-06-28,3473,3,4,4,No
2023-05-09,3474,3,1,2,Yes
2023-01-25,3475,4,3,4,Yes
2023-03-03,3476,5,5,3,No
2022-12-05,3477,1,2,1,Yes
2022-11-29,3478,3,4,1,No
2022-11-03,3479,4,4,4,Yes
2023-07-25,3480,1,5,3,No
2023-03-02,3481,5,2,4,No
2022-10-22,3482,4,5,5,No
2022-10-23,3483,1,4,5,Yes
2022-09-16,3484,1,2,4,Yes
2023-05-07,3485,2,1,3,Yes
2022-08-27,3486,3,1,1,No
2022-09-23,3487,5,4,1,No
2023-03-11,3488,1,5,1,Yes
2022-12-03,3489,2,4,5,Yes
2022-10-12,3490,5,3,2,Yes
2022-09-10,3491,3,4,5,Yes
2023-01-13,3492,1,5,5,Yes
2023-04-02,3493,3,1,5,Yes
2022-12-15,3494,1,2,1,Yes
2022-09-08,3495,4,3,5,No
2022-12-26,3496,1,3,2,Yes
2022-09-18,3497,2,3,4,Yes
2023-06-19,3498,3,3,4,Yes
2023-07-21,3499,5,3,5,No
2023-05-14,3500,4,1,4,No
2023-02-20,3501,2,3,4,No
2023-04-24,3502,5,3,5,Yes
2023-01-28,3503,5,2,3,Yes
2023-04-20,3504,3,4,3,Yes
2022-11-10,3505,4,3,2,Yes
2023-06-27,3506,2,2,3,No
2023-03-31,3507,2,5,2,Yes
2023-04-17,3508,1,5,4,Yes
2022-12-03,3509,4,5,2,Yes
2022-08-22,3510,2,4,3,Yes
2023-05-11,3511,5,4,5,No
2023-02-20,3512,5,1,3,No
2023-05-11,3513,4,1,3,Yes
2022-08-25,3514,2,1,1,Yes
2023-07-03,3515,3,5,5,No
2022-11-15,3516,2,3,5,Yes
2023-01-01,3517,4,1,1,Yes
2023-05-13,3518,4,2,5,No
2023-06-10,3519,1,3,4,No
2022-09-17,3520,5,1,1,Yes
2022-09-19,3521,1,3,3,Yes
2023-07-14,3522,1,5,4,Yes
2023-02-27,3523,3,2,3,No
2023-05-19,3524,3,2,4,No
2023-02-01,3525,1,2,1,No
2023-01-28,3526,1,5,3,Yes
2023-02-27,3527,1,3,2,No
2023-05-27,3528,5,2,2,Yes
2023-07-15,3529,2,3,4,No
2022-11-27,3530,1,2,5,Yes
2023-02-24,3531,2,4,4,No
2022-10-08,3532,2,2,5,Yes
2023-01-08,3533,2,5,2,Yes
2023-04-14,3534,4,3,2,Yes
2022-11-01,3535,1,5,1,No
2022-10-09,3536,1,2,4,Yes
2022-09-09,3537,4,2,5,Yes
2023-04-20,3538,1,5,4,No
2023-02-06,3539,3,3,4,Yes
2023-06-25,3540,2,2,3,No
2022-11-28,3541,1,3,3,Yes
2022-10-18,3542,2,3,4,No
2023-02-11,3543,4,5,5,Yes
2022-09-14,3544,3,5,3,No
2023-05-27,3545,2,5,2,Yes
2023-05-10,3546,2,5,5,No
2022-12-24,3547,2,4,2,Yes
2022-10-06,3548,5,5,3,Yes
2023-04-19,3549,1,4,1,No
2023-01-23,3550,3,5,4,No
2023-06-03,3551,4,4,3,Yes
2022-10-14,3552,3,4,2,No
2022-10-30,3553,4,2,4,Yes
2023-06-07,3554,2,1,2,Yes
2023-01-13,3555,2,5,1,Yes
2023-06-11,3556,2,2,3,No
2023-04-20,3557,4,5,2,Yes
2022-10-05,3558,2,5,3,Yes
2022-12-27,3559,3,2,1,No
2023-01-09,3560,2,4,5,Yes
2022-11-20,3561,2,1,5,No
2022-11-27,3562,2,1,3,Yes
2023-01-31,3563,4,1,3,Yes
2023-03-12,3564,4,4,3,No
2022-09-29,3565,5,5,5,Yes
2023-01-27,3566,1,2,3,Yes
2023-08-04,3567,2,3,2,Yes
2023-02-07,3568,2,4,1,No
2022-12-24,3569,1,3,5,No
2023-01-02,3570,2,5,3,No
2022-11-23,3571,4,1,5,Yes
2022-12-05,3572,5,5,5,No
2022-12-31,3573,4,1,1,No
2023-07-07,3574,3,3,3,No
2023-06-26,3575,5,1,5,No
2023-03-23,3576,2,3,3,Yes
2022-08-14,3577,5,4,5,Yes
2022-10-14,3578,1,4,2,Yes
2023-04-27,3579,5,3,3,Yes
2022-10-21,3580,2,4,3,Yes
2022-08-29,3581,3,4,4,Yes
2022-09-17,3582,2,2,5,No
2023-07-05,3583,4,1,4,No
2023-05-28,3584,2,2,5,Yes
2023-01-12,3585,1,2,3,Yes
2023-01-31,3586,4,2,4,No
2023-05-24,3587,1,2,2,No
2023-05-10,3588,4,2,1,No
2022-09-18,3589,2,3,2,Yes
2022-12-06,3590,2,5,4,No
2023-07-27,3591,2,1,4,No
2022-11-15,3592,4,1,2,No
2022-10-07,3593,4,4,3,Yes
2023-01-23,3594,1,5,1,Yes
2023-01-19,3595,2,3,1,No
2022-10-19,3596,4,3,4,Yes
2022-10-27,3597,5,4,4,No
2023-07-01,3598,2,5,4,Yes
2023-03-02,3599,4,4,2,Yes
2023-07-04,3600,2,1,4,Yes
2022-09-01,3601,1,1,2,No
2023-08-04,3602,3,3,3,No
2022-10-08,3603,5,1,3,No
2022-12-15,3604,3,5,4,No
2023-07-09,3605,5,1,3,Yes
2023-03-27,3606,3,5,1,No
2023-07-18,3607,2,4,1,No
2023-01-12,3608,1,3,1,Yes
2022-11-05,3609,2,2,4,Yes
2022-12-14,3610,4,5,5,Yes
2022-09-16,3611,2,3,4,Yes
2023-07-07,3612,5,3,3,Yes
2022-10-13,3613,1,5,2,Yes
2023-07-04,3614,4,5,1,No
2023-02-06,3615,3,1,4,No
2023-08-04,3616,1,1,1,Yes
2023-02-26,3617,2,3,3,Yes
2022-12-06,3618,3,4,5,No
2023-04-30,3619,1,5,2,Yes
2022-08-29,3620,1,2,2,No
2023-06-23,3621,2,3,2,Yes
2023-07-26,3622,3,1,5,No
2022-12-04,3623,2,2,5,Yes
2023-01-09,3624,2,2,2,Yes
2022-08-28,3625,5,2,4,No
2023-02-24,3626,2,5,1,Yes
2023-01-29,3627,1,1,4,No
2023-05-27,3628,4,3,1,Yes
2022-11-18,3629,2,4,4,Yes
2022-10-19,3630,5,3,2,Yes
2023-02-10,3631,4,1,5,No
2023-02-27,3632,3,4,5,No
2022-11-04,3633,4,4,4,Yes
2023-06-25,3634,2,5,2,Yes
2022-10-07,3635,1,5,4,Yes
2022-12-08,3636,3,5,3,Yes
2023-05-07,3637,2,1,3,Yes
2023-05-15,3638,4,5,1,No
2023-03-17,3639,3,2,3,No
2023-07-25,3640,2,1,2,Yes
2022-11-07,3641,2,5,4,No
2022-10-08,3642,4,1,2,No
2023-06-18,3643,1,5,3,Yes
2022-11-11,3644,4,4,4,Yes
2023-06-08,3645,1,3,3,Yes
2023-07-30,3646,5,4,4,Yes
2022-12-28,3647,2,4,4,No
2022-09-28,3648,3,3,5,Yes
2022-09-08,3649,1,2,2,Yes
2023-06-30,3650,3,2,4,No
2022-10-25,3651,1,4,1,Yes
2022-09-01,3652,1,5,2,No
2023-05-31,3653,4,4,3,Yes
2023-01-02,3654,2,4,1,Yes
2023-04-05,3655,1,5,1,Yes
2022-11-14,3656,5,3,2,Yes
2023-03-26,3657,4,2,4,Yes
2023-08-02,3658,5,4,2,No
2022-08-26,3659,3,1,5,No
2022-08-30,3660,3,2,4,Yes
2023-07-06,3661,3,2,5,No
2023-07-14,3662,3,5,3,Yes
2023-04-26,3663,2,3,4,No
2023-05-30,3664,5,3,2,No
2023-03-02,3665,5,2,1,Yes
2023-04-26,3666,5,2,1,No
2022-11-18,3667,1,1,2,No
2023-06-29,3668,1,5,1,No
2023-04-11,3669,4,2,4,No
2022-08-16,3670,2,2,3,Yes
2023-01-10,3671,3,4,5,No
2022-11-30,3672,3,2,4,Yes
2023-06-08,3673,3,3,1,No
2023-04-02,3674,4,4,3,No
2023-05-05,3675,5,3,2,No
2022-09-07,3676,3,4,1,Yes
2023-07-25,3677,3,5,5,Yes
2022-11-20,3678,3,4,4,Yes
2022-10-26,3679,4,2,5,Yes
2023-04-23,3680,3,2,3,Yes
2022-08-13,3681,5,2,5,Yes
2023-07-30,3682,3,3,3,Yes
2022-10-25,3683,2,1,5,No
2023-04-16,3684,5,5,3,No
2023-01-03,3685,4,3,4,No
2023-01-03,3686,3,3,1,No
2022-09-02,3687,2,4,5,Yes
2022-12-02,3688,4,4,4,No
2022-08-17,3689,4,4,3,Yes
2023-05-31,3690,4,3,5,No
2022-12-07,3691,1,1,5,Yes
2023-02-17,3692,4,5,3,Yes
2023-04-09,3693,3,1,1,No
2023-03-20,3694,3,3,5,No
2022-08-28,3695,1,1,4,No
2022-12-01,3696,2,1,2,Yes
2023-07-20,3697,3,4,1,Yes
2023-01-19,3698,2,5,4,No
2023-06-21,3699,2,4,3,No
2023-01-18,3700,4,1,1,Yes
2023-06-10,3701,4,1,4,Yes
2023-02-24,3702,2,4,1,Yes
2023-06-02,3703,5,5,5,No
2023-07-07,3704,2,4,5,No
2023-05-25,3705,3,1,4,No
2023-07-17,3706,2,1,4,Yes
2023-03-24,3707,3,2,4,Yes
2022-08-21,3708,5,5,2,Yes
2023-05-08,3709,3,5,3,No
2023-02-28,3710,5,5,3,Yes
2022-12-14,3711,4,3,3,Yes
2023-01-25,3712,2,3,1,No
2022-10-30,3713,3,4,1,Yes
2023-07-21,3714,3,5,2,Yes
2023-05-20,3715,1,1,4,Yes
2022-11-19,3716,5,3,3,Yes
2023-01-01,3717,4,1,3,No
2022-10-05,3718,1,1,3,No
2022-11-27,3719,1,2,1,Yes
2023-05-15,3720,2,1,5,No
2023-02-07,3721,5,4,5,No
2023-06-01,3722,1,5,5,No
2023-06-18,3723,2,1,4,No
2023-02-04,3724,1,2,5,No
2023-05-17,3725,4,3,3,Yes
2022-10-01,3726,1,4,1,No
2022-10-11,3727,1,2,5,Yes
2023-04-18,3728,5,1,2,Yes
2023-03-19,3729,4,5,3,Yes
2023-02-20,3730,4,5,5,Yes
2023-04-11,3731,2,4,1,No
2022-12-12,3732,3,4,4,Yes
2023-08-05,3733,1,3,5,No
2023-07-31,3734,4,5,2,Yes
2023-02-03,3735,4,4,4,Yes
2022-09-14,3736,3,1,3,Yes
2022-09-09,3737,2,5,1,Yes
2022-09-19,3738,3,3,5,Yes
2023-05-23,3739,1,3,4,No
2023-06-23,3740,2,2,4,No
2022-09-01,3741,2,5,4,No
2023-01-07,3742,2,1,1,Yes
2022-08-11,3743,2,1,3,Yes
2022-09-05,3744,4,3,2,Yes
2023-01-13,3745,5,4,4,No
2022-11-06,3746,2,1,5,Yes
2023-04-26,3747,2,5,5,No
2022-11-18,3748,4,1,3,Yes
2023-04-01,3749,1,3,3,Yes
2022-12-07,3750,4,1,5,Yes
2023-04-05,3751,1,1,4,Yes
2023-08-04,3752,3,1,5,Yes
2023-02-23,3753,1,3,2,No
2023-04-23,3754,3,3,5,No
2023-07-11,3755,5,4,2,No
2022-11-23,3756,1,5,3,Yes
2023-07-24,3757,4,4,5,No
2022-10-04,3758,2,1,1,No
2022-11-28,3759,3,4,1,No
2022-10-28,3760,4,3,1,Yes
2023-05-30,3761,2,4,1,No
2022-08-06,3762,2,1,1,Yes
2023-07-09,3763,3,2,5,No
2023-07-11,3764,2,1,5,Yes
2023-01-02,3765,1,1,2,Yes
2023-05-12,3766,4,4,5,No
2023-07-09,3767,2,5,3,No
2023-01-27,3768,2,4,1,Yes
2022-09-25,3769,3,5,3,Yes
2023-05-06,3770,1,3,3,No
2022-09-25,3771,2,2,4,Yes
2022-09-10,3772,2,5,1,No
2022-10-16,3773,1,5,2,No
2023-04-11,3774,5,3,1,No
2023-04-15,3775,2,1,3,No
2022-12-13,3776,4,1,5,No
2022-10-28,3777,4,3,2,Yes
2023-02-06,3778,1,5,3,No
2023-06-18,3779,4,1,1,No
2023-05-21,3780,2,3,2,No
2022-08-09,3781,5,3,1,No
2023-07-19,3782,1,5,1,No
2023-03-07,3783,3,4,3,Yes
2023-03-04,3784,3,3,2,Yes
2023-05-05,3785,3,2,2,Yes
2022-12-29,3786,3,4,2,No
2023-03-06,3787,1,2,1,Yes
2023-05-05,3788,3,4,2,No
2022-09-25,3789,3,1,4,Yes
2023-07-31,3790,3,2,1,No
2022-09-07,3791,4,1,1,Yes
2022-09-25,3792,2,2,2,No
2023-05-15,3793,2,3,3,Yes
2022-12-05,3794,1,1,3,Yes
2022-09-29,3795,4,3,2,Yes
2023-06-28,3796,1,5,2,No
2022-09-03,3797,3,4,2,Yes
2022-11-08,3798,1,1,1,Yes
2022-12-24,3799,3,1,3,Yes
2022-12-08,3800,5,3,5,Yes
2022-11-27,3801,2,1,4,Yes
2023-01-09,3802,3,3,5,Yes
2022-12-07,3803,1,2,5,No
2023-03-07,3804,3,2,2,Yes
2022-12-31,3805,2,5,2,Yes
2023-03-13,3806,4,1,5,Yes
2022-08-17,3807,4,5,4,No
2023-01-27,3808,5,4,4,No
2022-09-04,3809,3,1,5,No
2022-12-22,3810,3,3,1,Yes
2023-05-18,3811,1,1,1,No
2023-01-11,3812,3,3,1,No
2023-06-06,3813,2,3,4,Yes
2023-07-08,3814,4,1,2,No
2023-02-23,3815,1,5,3,Yes
2022-12-26,3816,1,1,5,Yes
2023-06-24,3817,3,3,1,No
2023-01-28,3818,1,1,3,No
2023-07-01,3819,4,1,1,Yes
2023-07-26,3820,1,3,4,No
2022-12-05,3821,5,4,4,Yes
2023-03-23,3822,4,4,5,No
2022-11-16,3823,5,4,1,Yes
2023-02-13,3824,4,4,5,Yes
2022-12-22,3825,4,4,2,Yes
2022-11-17,3826,2,1,3,No
2022-12-25,3827,3,3,4,Yes
2023-02-21,3828,2,5,1,Yes
2022-10-30,3829,3,2,1,No
2022-12-28,3830,1,1,3,Yes
2023-05-19,3831,3,2,5,Yes
2022-11-03,3832,1,4,5,No
2023-02-04,3833,3,5,2,No
2023-01-25,3834,3,5,5,No
2022-10-01,3835,5,3,1,Yes
2023-03-04,3836,2,3,5,Yes
2022-10-15,3837,5,3,1,Yes
2022-12-05,3838,1,1,2,No
2023-04-04,3839,3,3,4,Yes
2023-02-03,3840,1,5,4,No
2023-05-18,3841,5,4,4,Yes
2023-07-31,3842,2,5,5,No
2022-11-16,3843,3,5,5,No
2023-02-01,3844,3,2,5,No
2023-08-05,3845,4,5,3,Yes
2023-01-27,3846,4,5,1,Yes
2022-10-04,3847,5,3,1,No
2022-10-02,3848,5,1,4,Yes
2022-09-07,3849,3,3,1,Yes
2022-10-15,3850,1,3,5,No
2022-08-27,3851,5,2,1,No
2023-05-30,3852,5,2,4,No
2023-02-04,3853,1,3,3,No
2023-07-18,3854,5,2,5,No
2023-04-24,3855,5,3,4,No
2023-01-17,3856,5,1,4,No
2022-09-18,3857,1,1,2,No
2023-05-07,3858,3,3,1,Yes
2023-08-02,3859,1,2,5,No
2023-06-26,3860,2,4,3,No
2023-07-19,3861,3,1,5,Yes
2023-01-08,3862,3,1,3,Yes
2022-11-23,3863,4,2,1,Yes
2022-11-11,3864,3,4,2,No
2023-05-26,3865,1,4,3,No
2022-09-16,3866,2,1,5,No
2022-10-31,3867,5,3,3,Yes
2022-09-16,3868,3,1,2,Yes
2023-01-07,3869,1,4,2,No
2023-02-13,3870,1,5,1,No
2023-07-15,3871,4,5,2,Yes
2022-08-15,3872,5,5,3,No
2023-03-25,3873,3,4,5,Yes
2022-10-01,3874,4,4,5,Yes
2023-02-02,3875,5,5,1,Yes
2022-11-07,3876,3,2,5,Yes
2023-06-30,3877,3,3,4,No
2023-02-23,3878,4,4,1,No
2022-12-22,3879,1,5,2,Yes
2022-09-18,3880,4,3,1,No
2022-10-20,3881,5,3,5,Yes
2022-09-19,3882,5,3,3,Yes
2023-03-13,3883,2,2,1,No
2023-07-30,3884,4,2,3,Yes
2023-07-30,3885,5,5,5,Yes
2022-08-30,3886,5,2,5,Yes
2022-11-04,3887,2,3,5,Yes
2023-05-02,3888,3,1,4,No
2023-01-26,3889,2,1,1,No
2022-10-24,3890,2,3,3,Yes
2023-07-06,3891,3,2,2,Yes
2023-07-11,3892,5,4,2,Yes
2023-01-26,3893,3,1,2,No
2022-08-14,3894,4,3,5,No
2023-07-16,3895,2,1,2,No
2023-02-14,3896,5,3,1,No
2023-02-28,3897,5,4,3,No
2022-11-04,3898,4,5,1,Yes
2023-02-04,3899,4,5,4,No
2023-03-09,3900,5,2,1,No
2023-07-10,3901,1,2,5,Yes
2023-02-02,3902,3,1,1,No
2023-02-04,3903,1,4,3,Yes
2022-09-13,3904,4,4,1,Yes
2023-06-12,3905,5,5,5,No
2023-01-18,3906,3,2,4,Yes
2023-03-07,3907,3,2,5,Yes
2022-12-25,3908,2,5,3,No
2023-05-18,3909,1,1,2,No
2022-11-29,3910,5,3,4,Yes
2023-06-06,3911,2,5,4,Yes
2023-07-23,3912,1,3,4,No
2022-09-15,3913,2,2,5,No
2023-03-15,3914,3,5,3,No
2023-02-01,3915,5,3,1,Yes
2023-03-22,3916,1,3,1,Yes
2022-09-24,3917,3,1,4,Yes
2023-05-30,3918,3,3,5,No
2023-05-02,3919,3,3,2,No
2022-11-14,3920,2,1,4,Yes
