Date,EmpID,ProgramKey,TrainingType,Outcome,Days,Cost,InEmployment
2023-07-13,2461,1,External,Completed,2,103.04,Yes
2023-02-05,2462,2,External,Completed,3,758.62,No
2023-06-02,2463,3,Internal,Passed,3,792.67,Yes
2023-07-14,2464,3,External,Passed,1,795.5,Yes
2023-07-22,2465,4,Internal,Incomplete,3,475.26,No
2022-11-04,2466,2,External,Failed,3,652.89,Yes
2023-03-08,2467,2,External,Passed,1,832.16,Yes
2023-02-24,2468,1,Internal,Passed,3,629.25,Yes
2022-09-15,2469,4,External,Completed,5,780.71,Yes
2023-04-05,2470,1,Internal,Completed,2,999.0,Yes
2022-08-06,2471,3,External,Passed,3,489.29,Yes
2023-04-28,2472,4,External,Failed,1,942.75,No
2022-11-02,2473,3,Internal,Completed,5,938.63,No
2022-11-18,2474,4,Internal,Completed,5,543.64,No
2022-11-30,2475,3,Internal,Failed,2,117.83,Yes
2023-06-29,2476,5,External,Completed,3,350.21,No
2022-10-26,2477,3,Internal,Passed,4,961.47,Yes
2022-09-26,2478,2,Internal,Passed,4,548.18,Yes
2023-06-18,2479,5,Internal,Passed,2,439.17,No
2023-01-11,2480,2,External,Passed,1,610.88,Yes
2022-11-11,2481,5,External,Incomplete,4,994.03,Yes
2023-05-23,2482,2,External,Incomplete,4,688.55,No
2022-10-22,2483,1,Internal,Failed,4,889.91,Yes
2023-04-03,2484,1,External,Failed,3,163.61,Yes
2022-08-30,2485,1,Internal,Completed,2,642.68,No
2023-05-11,2486,5,Internal,Passed,4,703.29,Yes
2022-11-26,2487,5,Internal,Failed,4,102.96,Yes
2022-12-03,2488,2,External,Completed,5,278.96,No
2023-03-30,2489,1,Internal,Incomplete,4,168.1,Yes
2023-06-04,2490,3,Internal,Incomplete,1,886.63,Yes
2023-06-27,2491,2,External,Incomplete,5,721.79,Yes
2022-11-14,2492,3,External,Completed,4,765.32,Yes
2023-01-07,2493,1,Internal,Completed,2,443.46,Yes
2022-11-06,2494,2,Internal,Incomplete,2,203.97,Yes
2022-08-27,2495,4,Internal,Incomplete,3,180.44,Yes
2023-02-12,2496,5,Internal,Passed,3,647.25,Yes
2022-09-07,2497,2,Internal,Passed,4,833.99,No
2022-11-30,2498,4,Internal,Incomplete,4,825.58,No
2022-10-12,2499,4,Internal,Failed,2,190.49,No
2023-07-08,2500,4,Internal,Completed,3,961.33,Yes
2022-09-20,2501,1,Internal,Completed,2,608.46,No
2022-08-08,2502,5,Internal,Passed,3,971.57,Yes
2023-05-14,2503,5,External,Incomplete,3,354.28,No
2022-09-02,2504,1,Internal,Failed,5,108.02,No
2022-11-23,2505,1,External,Completed,5,508.85,Yes
2023-02-13,2506,1,Internal,Passed,3,811.4,Yes
2022-12-06,2507,5,External,Incomplete,2,680.09,No
2023-04-25,2508,5,External,Completed,3,133.88,Yes
2023-02-08,2509,1,Internal,Completed,1,433.69,No
2022-08-22,2510,2,Internal,Completed,2,580.84,Yes
2023-04-20,2511,5,External,Incomplete,4,830.45,No
2023-02-19,2512,1,External,Failed,5,802.2,No
2022-12-05,2513,1,Internal,Failed,4,337.06,No
2023-06-14,2514,5,Internal,Incomplete,3,538.16,Yes
2023-07-19,2515,5,Internal,Passed,1,190.1,Yes
2023-01-31,2516,2,Internal,Completed,1,397.27,Yes
2023-04-01,2517,5,Internal,Incomplete,5,826.65,No
2022-10-29,2518,2,Internal,Completed,4,732.18,No
2023-02-08,2519,5,External,Failed,2,564.38,Yes
2023-02-07,2520,2,Internal,Incomplete,2,512.02,Yes
2022-11-18,2521,4,Internal,Completed,1,599.41,Yes
2023-06-30,2522,1,Internal,Passed,4,839.04,No
2023-06-28,2523,2,External,Incomplete,4,391.4,Yes
2022-10-15,2524,3,Internal,Incomplete,1,569.5,No
2023-04-24,2525,3,External,Incomplete,3,450.81,Yes
2023-06-23,2526,5,Internal,Passed,2,265.46,Yes
2022-11-24,2527,5,Internal,Passed,2,462.98,Yes
2023-07-25,2528,1,Internal,Passed,3,760.34,No
2022-10-16,2529,1,External,Failed,1,383.84,Yes
2022-12-11,2530,5,External,Failed,4,723.57,Yes
2022-11-01,2531,1,Internal,Incomplete,1,725.34,No
2023-05-18,2532,3,Internal,Incomplete,2,119.48,Yes
2023-07-22,2533,1,External,Completed,1,226.93,Yes
2022-08-22,2534,3,Internal,Passed,3,739.85,No
2022-10-02,2535,4,Internal,Incomplete,2,369.68,Yes
2022-08-26,2536,3,External,Completed,1,243.63,No
2023-03-19,2537,4,External,Failed,5,475.8,Yes
2023-04-06,2538,3,External,Passed,3,418.25,Yes
2022-11-10,2539,1,Internal,Passed,4,703.84,Yes
2022-10-12,2540,4,Internal,Failed,2,602.26,No
2022-08-11,2541,1,Internal,Passed,2,517.83,Yes
2022-08-21,2542,1,External,Completed,5,605.99,No
2022-09-04,2543,1,Internal,Passed,1,100.45,No
2023-01-27,2544,1,Internal,Completed,2,767.56,No
2023-06-27,2545,3,Internal,Completed,1,352.45,Yes
2023-05-22,2546,2,Internal,Completed,3,463.57,Yes
2022-09-07,2547,3,Internal,Completed,4,372.08,Yes
2023-01-14,2548,4,External,Failed,3,670.58,No
2022-12-18,2549,4,Internal,Passed,2,399.97,Yes
2022-10-09,2550,4,Internal,Incomplete,5,997.89,No
2023-08-02,2551,1,Internal,Completed,2,985.0,No
2022-09-21,2552,2,Internal,Completed,5,573.47,No
2022-10-03,2553,4,External,Failed,2,414.08,Yes
2023-07-29,2554,1,External,Completed,5,889.09,No
2023-01-18,2555,5,Internal,Passed,3,650.08,No
2022-08-19,2556,2,Internal,Passed,5,283.57,No
2022-08-20,2557,5,Internal,Completed,1,908.5,Yes
2022-11-07,2558,5,Internal,Failed,2,900.85,No
2022-09-19,2559,1,External,Passed,3,449.84,Yes
2023-08-03,2560,1,External,Failed,5,981.9,No
2022-12-19,2561,5,External,Failed,4,289.37,Yes
2023-07-09,2562,2,Internal,Failed,1,657.23,No
2023-08-03,2563,2,External,Passed,5,416.37,Yes
2023-07-18,2564,3,Internal,Completed,4,624.9,No
2022-09-11,2565,1,Internal,Passed,2,559.06,Yes
2023-07-29,2566,4,External,Incomplete,5,327.37,Yes
2022-10-24,2567,1,Internal,Failed,2,660.4,No
2022-12-15,2568,3,External,Passed,5,477.46,Yes
2023-01-15,2569,4,Internal,Completed,2,694.21,No
2023-05-23,2570,2,Internal,Incomplete,2,737.84,No
2022-08-15,2571,5,Internal,Failed,2,919.95,Yes
2022-09-02,2572,5,Internal,Completed,5,797.82,Yes
2022-09-27,2573,2,Internal,Passed,2,806.47,Yes
2023-07-18,2574,5,External,Failed,1,376.59,No
2023-02-26,2575,1,Internal,Incomplete,2,157.17,No
2023-02-23,2576,3,External,Incomplete,2,608.82,No
2023-07-04,2577,1,Internal,Failed,5,928.48,No
2022-10-10,2578,2,External,Incomplete,1,812.01,No
2022-10-02,2579,4,External,Incomplete,4,941.61,Yes
2023-03-07,2580,1,Internal,Incomplete,1,227.13,No
2023-05-13,2581,4,External,Passed,1,257.4,Yes
2023-03-17,2582,3,Internal,Incomplete,2,360.65,Yes
2023-05-25,2583,2,External,Completed,5,892.97,Yes
2023-03-16,2584,5,Internal,Incomplete,4,746.93,No
2023-02-18,2585,2,External,Incomplete,1,909.6,Yes
2022-08-05,2586,2,Internal,Completed,5,222.04,Yes
2023-01-27,2587,4,Internal,Failed,3,583.69,No
2023-07-09,2588,1,Internal,Passed,3,856.44,Yes
2023-04-03,2589,1,External,Completed,4,919.1,Yes
2023-06-14,2590,3,External,Incomplete,3,606.76,No
2022-10-06,2591,2,Internal,Completed,2,745.31,Yes
2023-02-10,2592,5,Internal,Incomplete,3,240.57,Yes
2022-08-16,2593,1,Internal,Failed,3,659.82,No
2022-12-01,2594,1,Internal,Failed,3,273.94,No
2022-08-12,2595,2,External,Failed,4,920.91,Yes
2023-02-22,2596,1,External,Incomplete,2,114.28,No
2022-10-22,2597,1,External,Passed,3,242.28,Yes
2022-12-14,2598,2,External,Completed,3,420.06,Yes
2023-02-13,2599,2,External,Failed,2,288.93,Yes
2023-05-14,2600,4,Internal,Completed,3,637.45,Yes
2023-06-29,2601,1,External,Failed,5,944.24,No
2022-12-25,2602,3,Internal,Failed,4,364.41,No
2022-10-20,2603,1,Internal,Passed,5,605.84,No
2022-11-01,2604,3,Internal,Failed,5,990.59,No
2022-11-14,2605,4,External,Completed,4,549.19,Yes
2022-11-15,2606,3,External,Incomplete,1,587.34,Yes
2022-12-26,2607,5,External,Completed,3,918.96,Yes
2023-01-21,2608,4,Internal,Incomplete,2,525.41,Yes
2022-09-04,2609,1,External,Passed,1,484.08,No
2023-06-25,2610,2,External,Passed,5,184.63,No
2022-10-29,2611,2,Internal,Failed,3,793.77,No
2023-04-23,2612,2,Internal,Completed,3,301.02,No
2022-10-28,2613,3,Internal,Failed,3,253.86,No
2022-11-09,2614,4,External,Completed,2,468.59,Yes
2023-03-10,2615,3,Internal,Completed,5,689.87,Yes
2023-04-16,2616,2,External,Failed,5,428.33,No
2023-07-24,2617,4,External,Completed,2,806.47,No
2023-01-23,2618,1,Internal,Passed,3,399.63,Yes
2022-12-30,2619,5,Internal,Completed,3,440.24,No
2023-01-24,2620,1,External,Passed,1,485.2,Yes
2023-03-03,2621,4,Internal,Incomplete,2,451.56,Yes
2022-12-08,2622,3,External,Passed,5,159.37,Yes
2022-08-28,2623,3,Internal,Incomplete,4,310.28,No
2022-11-04,2624,2,Internal,Incomplete,2,227.91,No
2022-10-01,2625,5,Internal,Failed,3,379.25,No
2023-01-05,2626,5,Internal,Incomplete,3,197.3,No
2022-08-18,2627,2,Internal,Completed,4,862.64,No
2022-09-05,2628,5,Internal,Passed,1,896.12,Yes
2023-01-05,2629,1,External,Completed,4,750.65,No
2022-09-07,2630,5,External,Incomplete,4,424.19,Yes
2022-10-11,2631,2,External,Incomplete,4,775.32,Yes
2023-04-19,2632,2,External,Incomplete,2,209.47,Yes
2023-02-09,2633,4,Internal,Completed,2,859.39,Yes
2023-05-26,2634,4,External,Completed,1,532.85,Yes
2023-02-03,2635,1,External,Passed,2,136.6,Yes
2023-07-14,2636,1,Internal,Passed,4,483.54,No
2023-04-24,2637,1,Internal,Completed,1,709.79,Yes
2023-05-28,2638,5,External,Passed,2,152.85,No
2023-02-19,2639,4,Internal,Completed,4,977.29,Yes
2023-02-20,2640,4,Internal,Failed,4,237.14,No
2022-08-25,2641,5,Internal,Passed,5,637.84,No
2023-07-01,2642,4,Internal,Completed,1,889.73,No
2023-06-15,2643,4,Internal,Failed,2,357.94,No
2023-04-01,2644,2,Internal,Incomplete,1,150.96,No
2022-11-02,2645,5,Internal,Completed,2,933.2,Yes
2023-07-15,2646,4,External,Failed,3,378.6,Yes
2023-01-28,2647,4,Internal,Completed,5,162.93,Yes
2023-03-07,2648,4,External,Incomplete,3,294.91,Yes
2022-09-25,2649,1,Internal,Passed,1,836.76,Yes
2022-08-29,2650,1,Internal,Passed,1,136.23,Yes
2023-06-12,2651,2,External,Completed,3,236.69,Yes
2022-10-23,2652,2,External,Incomplete,1,424.44,No
2023-01-24,2653,5,Internal,Incomplete,3,139.71,No
2023-03-18,2654,1,External,Passed,3,428.13,No
2023-05-31,2655,4,External,Incomplete,3,972.66,No
2023-02-25,2656,1,External,Failed,1,877.57,No
2023-05-08,2657,4,External,Failed,3,751.13,No
2023-06-29,2658,5,External,Passed,1,471.89,No
2022-08-30,2659,2,External,Failed,3,957.63,Yes
2022-09-07,2660,4,External,Passed,1,788.33,Yes
2023-01-12,2661,1,Internal,Completed,4,220.32,Yes
2023-03-10,2662,4,External,Completed,5,406.1,Yes
2022-12-17,2663,2,External,Passed,4,819.64,No
2022-09-13,2664,4,External,Incomplete,3,355.84,Yes
2022-09-03,2665,1,Internal,Completed,4,786.38,Yes
2023-02-02,2666,4,Internal,Failed,2,460.62,No
2023-02-05,2667,3,External,Passed,4,821.39,No
2023-01-19,2668,4,Internal,Passed,3,968.31,Yes
2023-03-17,2669,4,Internal,Completed,3,912.22,Yes
2023-06-28,2670,4,External,Completed,4,144.83,Yes
2023-01-14,2671,4,Internal,Passed,4,425.59,Yes
2023-07-18,2672,4,Internal,Incomplete,2,118.43,No
2023-05-11,2673,2,Internal,Incomplete,2,281.27,Yes
2023-04-05,2674,2,External,Incomplete,5,283.65,Yes
2022-10-07,2675,2,Internal,Completed,3,475.75,No
2022-10-11,2676,3,External,Failed,3,188.07,No
2022-12-30,2677,5,External,Incomplete,4,843.69,No
2023-04-06,2678,4,External,Failed,3,166.28,Yes
2022-08-17,2679,1,External,Completed,2,119.62,No
2023-05-11,2680,2,Internal,Failed,2,400.81,No
2023-01-26,2681,3,Internal,Completed,1,318.38,No
2023-05-05,2682,1,External,Failed,3,238.12,Yes
2022-08-26,2683,5,External,Passed,2,412.34,Yes
2023-01-23,2684,1,Internal,Passed,5,776.58,Yes
2023-02-07,2685,4,External,Passed,4,231.34,No
2022-11-12,2686,4,External,Completed,1,278.7,Yes
2023-07-20,2687,5,External,Incomplete,1,272.22,Yes
2022-11-18,2688,2,External,Completed,2,638.6,Yes
2023-07-12,2689,4,External,Passed,1,812.6,Yes
2023-02-23,2690,5,External,Completed,1,134.11,No
2022-12-29,2691,4,External,Failed,3,934.3,Yes
2023-05-30,2692,1,External,Completed,1,614.11,No
2023-05-16,2693,4,External,Failed,2,175.75,Yes
2022-08-08,2694,2,External,Failed,2,167.34,No
2023-01-25,2695,2,External,Passed,2,123.83,No
2023-03-29,2696,5,External,Incomplete,2,932.48,No
2023-02-19,2697,4,Internal,Completed,4,714.81,Yes
2022-12-12,2698,4,Internal,Incomplete,3,152.78,Yes
2023-01-31,2699,5,External,Incomplete,2,717.16,No
2023-06-29,2700,5,External,Failed,1,272.59,Yes
2023-04-20,2701,3,External,Incomplete,5,155.14,Yes
2022-09-05,2702,1,Internal,Completed,1,328.74,Yes
2023-03-31,2703,3,Internal,Passed,2,775.58,Yes
2022-12-10,2704,3,Internal,Incomplete,2,499.97,No
2023-05-24,2705,1,External,Incomplete,1,826.31,Yes
2023-03-28,2706,3,Internal,Failed,5,258.38,No
2022-11-16,2707,2,External,Incomplete,3,412.09,No
2022-12-04,2708,3,Internal,Failed,5,294.23,No
2022-10-15,2709,5,Internal,Failed,2,415.45,Yes
2023-07-20,2710,2,Internal,Failed,5,807.71,Yes
2022-09-13,2711,3,Internal,Completed,1,408.39,Yes
2023-01-30,2712,1,External,Passed,1,741.6,Yes
2023-04-09,2713,5,External,Completed,3,193.48,Yes
2023-01-08,2714,5,Internal,Incomplete,5,831.09,No
2022-10-14,2715,2,External,Completed,5,573.56,No
2023-01-16,2716,3,Internal,Completed,4,247.11,No
2023-03-25,2717,1,Internal,Passed,5,866.13,Yes
2022-11-13,2718,4,Internal,Incomplete,5,760.24,Yes
2023-07-25,2719,3,Internal,Passed,5,992.93,No
2023-05-09,2720,2,External,Failed,2,960.4,No
2022-10-19,2721,4,Internal,Incomplete,4,173.54,Yes
2023-07-17,2722,3,External,Passed,1,334.08,Yes
2023-07-22,2723,3,External,Incomplete,3,763.23,No
2023-06-03,2724,3,External,Completed,2,611.51,Yes
2022-12-29,2725,5,Internal,Incomplete,2,354.21,Yes
2023-01-16,2726,2,External,Passed,3,502.39,No
2022-12-31,2727,1,Internal,Incomplete,2,687.99,No
2023-01-27,2728,4,Internal,Completed,5,877.47,Yes
2023-07-06,2729,3,External,Passed,2,700.04,Yes
2023-05-20,2730,4,External,Incomplete,5,486.43,Yes
2023-04-20,2731,5,Internal,Failed,1,897.96,Yes
2023-02-23,2732,2,Internal,Completed,3,147.28,Yes
2023-02-12,2733,3,Internal,Completed,5,612.96,Yes
2023-02-22,2734,1,External,Completed,5,953.92,Yes
2022-11-12,2735,3,External,Incomplete,1,519.23,Yes
2023-03-05,2736,5,Internal,Passed,1,297.94,Yes
2023-04-18,2737,1,Internal,Failed,5,317.55,No
2022-10-01,2738,1,Internal,Incomplete,5,880.42,No
2022-08-21,2739,2,Internal,Completed,1,457.71,No
2023-05-17,2740,1,Internal,Completed,3,200.27,Yes
2022-09-26,2741,5,External,Failed,5,573.08,No
2022-09-05,2742,1,Internal,Incomplete,4,785.39,Yes
2023-04-20,2743,5,Internal,Failed,3,437.36,No
2022-10-29,2744,5,External,Incomplete,5,955.17,Yes
2022-10-12,2745,5,Internal,Failed,3,542.56,Yes
2023-02-12,2746,4,External,Incomplete,5,399.23,Yes
2022-10-15,2747,5,External,Failed,2,677.74,No
2023-01-14,2748,4,External,Completed,2,301.42,Yes
2022-11-19,2749,2,External,Failed,5,149.65,No
2023-02-27,2750,2,Internal,Passed,1,462.45,Yes
2023-02-15,2751,1,External,Incomplete,2,585.76,No
2022-12-06,2752,2,Internal,Incomplete,5,450.64,Yes
2022-10-18,2753,1,Internal,Completed,1,437.7,No
2023-04-04,2754,4,Internal,Failed,1,823.08,Yes
2022-12-21,2755,5,Internal,Completed,4,118.68,Yes
2023-04-04,2756,1,External,Completed,5,120.79,Yes
2022-12-19,2757,5,External,Failed,1,519.35,No
2023-05-17,2758,5,External,Incomplete,4,100.17,Yes
2023-06-30,2759,4,Internal,Incomplete,1,662.8,Yes
2023-05-03,2760,3,Internal,Completed,3,287.59,No
2022-11-26,2761,4,External,Incomplete,4,653.32,No
2023-04-26,2762,3,Internal,Failed,3,254.85,No
2022-11-24,2763,5,External,Completed,4,430.35,Yes
2023-06-14,2764,1,External,Incomplete,5,755.77,No
2023-03-30,2765,2,Internal,Incomplete,2,529.91,Yes
2023-03-25,2766,5,External,Completed,1,440.14,No
2023-01-21,2767,2,Internal,Passed,2,972.3,Yes
2022-10-24,2768,4,Internal,Incomplete,5,176.6,Yes
2023-07-17,2769,4,Internal,Completed,1,747.74,Yes
2023-07-07,2770,2,External,Passed,5,451.03,Yes
2022-12-11,2771,5,Internal,Incomplete,5,255.16,No
2023-02-06,2772,3,Internal,Passed,5,258.08,Yes
2023-02-02,2773,1,Internal,Completed,4,697.67,Yes
2023-08-05,2774,1,Internal,Passed,5,694.23,Yes
2022-11-05,2775,5,Internal,Incomplete,1,703.45,No
2023-07-09,2776,3,External,Incomplete,1,134.44,Yes
2023-07-25,2777,1,Internal,Failed,2,458.37,No
2022-10-06,2778,4,External,Failed,5,594.73,Yes
2023-02-13,2779,3,Internal,Completed,3,330.68,No
2022-12-24,2780,1,Internal,Incomplete,3,625.69,Yes
2022-11-12,2781,3,Internal,Completed,5,437.26,No
2022-10-17,2782,3,Internal,Passed,2,134.99,Yes
2023-05-20,2783,5,External,Incomplete,4,880.21,No
2022-09-08,2784,2,Internal,Completed,5,427.99,Yes
2022-11-26,2785,5,Internal,Completed,1,925.68,Yes
2023-06-16,2786,1,External,Incomplete,4,485.05,Yes
2023-04-18,2787,5,External,Passed,5,720.07,Yes
2023-01-21,2788,4,External,Incomplete,5,161.15,No
2023-06-06,2789,4,Internal,Completed,4,899.17,No
2022-09-20,2790,1,External,Incomplete,1,438.31,No
2023-04-08,2791,1,Internal,Passed,3,903.18,Yes
2023-05-21,2792,5,External,Passed,2,607.81,Yes
2022-10-09,2793,4,External,Incomplete,1,774.44,Yes
2023-01-10,2794,2,Internal,Incomplete,3,644.38,Yes
2023-04-30,2795,2,Internal,Failed,4,457.74,No
2022-10-19,2796,1,External,Incomplete,2,840.27,Yes
2022-12-18,2797,1,External,Failed,1,559.59,Yes
2023-04-24,2798,3,External,Completed,1,840.65,Yes
2023-07-28,2799,1,Internal,Incomplete,1,543.46,No
2022-12-20,2800,2,External,Incomplete,1,729.03,Yes
2023-06-14,2801,3,External,Incomplete,4,449.65,Yes
2023-04-21,2802,5,External,Passed,3,213.38,Yes
2023-01-29,2803,3,Internal,Failed,4,106.21,Yes
2023-01-26,2804,3,Internal,Completed,5,483.07,Yes
2023-07-18,2805,4,Internal,Passed,2,515.31,Yes
2023-05-27,2806,1,Internal,Incomplete,5,290.8,Yes
2023-04-16,2807,2,Internal,Passed,4,977.46,No
2022-09-23,2808,1,External,Passed,5,105.41,Yes
2022-12-21,2809,5,Internal,Failed,2,856.23,No
2023-04-05,2810,5,Internal,Incomplete,3,964.33,No
2022-11-04,2811,5,External,Completed,3,589.88,No
2022-11-25,2812,3,External,Incomplete,4,663.36,Yes
2023-04-20,2813,5,Internal,Completed,2,249.88,Yes
2023-07-31,2814,3,Internal,Passed,2,809.89,Yes
2023-05-10,2815,4,Internal,Completed,5,224.58,No
2023-03-17,2816,4,External,Incomplete,3,251.78,Yes
2023-01-13,2817,5,External,Failed,2,314.0,Yes
2023-02-27,2818,5,External,Completed,5,453.51,No
2023-07-31,2819,3,Internal,Failed,2,595.4,Yes
2022-10-23,2820,4,External,Completed,2,606.3,Yes
2023-03-06,2821,5,Internal,Incomplete,5,841.22,No
2022-09-18,2822,1,Internal,Failed,4,912.5,Yes
2022-09-04,2823,1,External,Incomplete,2,196.27,No
2022-09-07,2824,4,Internal,Incomplete,1,224.09,Yes
2022-11-02,2825,5,External,Completed,2,363.8,No
2023-07-13,2826,2,Internal,Failed,2,656.05,No
2022-09-07,2827,3,Internal,Incomplete,1,629.85,Yes
2023-01-30,2828,1,Internal,Completed,3,915.92,Yes
2022-10-26,2829,2,External,Passed,3,487.27,No
2022-12-06,2830,4,External,Completed,1,266.42,Yes
2023-02-09,2831,1,External,Incomplete,1,277.22,Yes
2022-12-23,2832,2,Internal,Incomplete,1,545.87,Yes
2022-08-24,2833,3,External,Incomplete,3,182.84,Yes
2023-06-10,2834,5,External,Completed,4,149.67,No
2022-11-22,2835,2,Internal,Completed,4,939.72,Yes
2023-05-18,2836,2,External,Completed,5,410.04,Yes
2023-06-08,2837,1,External,Incomplete,1,945.59,No
2023-05-18,2838,1,Internal,Completed,4,539.06,No
2022-08-07,2839,2,External,Incomplete,2,837.22,No
2022-10-04,2840,2,Internal,Incomplete,3,360.08,No
2023-04-22,2841,2,Internal,Completed,2,405.48,Yes
2022-12-22,2842,4,Internal,Failed,4,577.78,Yes
2022-10-01,2843,3,External,Completed,2,102.16,Yes
2022-08-28,2844,3,Internal,Passed,5,336.98,Yes
2023-02-06,2845,2,External,Completed,2,764.22,Yes
2022-09-02,2846,1,Internal,Incomplete,2,326.54,No
2023-07-16,2847,2,Internal,Completed,3,762.23,No
2023-07-21,2848,2,Internal,Failed,2,510.12,No
2023-05-06,2849,5,Internal,Failed,3,706.23,Yes
2023-04-26,2850,5,External,Passed,2,634.36,No
2023-07-16,2851,1,Internal,Failed,2,718.77,Yes
2023-06-23,2852,1,Internal,Incomplete,3,820.39,Yes
2023-01-01,2853,3,Internal,Passed,1,835.07,Yes
2023-04-18,2854,4,External,Incomplete,4,670.82,Yes
2022-09-05,2855,5,External,Passed,1,596.23,Yes
2023-01-03,2856,2,Internal,Completed,2,842.67,Yes
2022-12-25,2857,2,Internal,Completed,3,229.18,No
2022-11-10,2858,4,Internal,Failed,3,851.72,Yes
2022-09-23,2859,5,Internal,Completed,1,798.08,Yes
2022-09-13,2860,3,External,Passed,3,587.16,No
2022-11-07,2861,4,External,Completed,2,828.48,Yes
2023-04-11,2862,1,Internal,Incomplete,3,192.39,No
2022-12-08,2863,2,Internal,Completed,4,422.27,Yes
2023-06-16,2864,3,External,Failed,4,242.25,Yes
2023-03-22,2865,2,External,Passed,4,653.99,No
2023-04-11,2866,4,External,Passed,5,792.46,Yes
2023-02-21,2867,3,External,Incomplete,4,317.26,Yes
2023-06-17,2868,3,External,Failed,5,866.79,Yes
2023-05-04,2869,3,Internal,Completed,2,422.63,Yes
2023-02-24,2870,4,Internal,Passed,5,413.42,No
2022-10-16,2871,1,External,Incomplete,5,900.02,No
2023-03-20,2872,1,Internal,Passed,3,573.84,No
2023-06-05,2873,4,Internal,Failed,2,801.16,Yes
2022-09-27,2874,4,Internal,Passed,5,107.25,Yes
2022-09-17,2875,4,External,Incomplete,1,892.56,No
2023-07-05,2876,4,External,Failed,1,429.89,Yes
2022-12-10,2877,2,Internal,Failed,4,664.5,No
2022-12-01,2878,4,Internal,Incomplete,5,925.8,No
2023-06-15,2879,2,External,Failed,3,118.94,Yes
2023-02-15,2880,4,Internal,Failed,4,932.34,No
2023-05-18,2881,3,External,Incomplete,1,624.59,No
2023-04-21,2882,3,Internal,Failed,4,835.35,No
2023-05-11,2883,2,External,Completed,4,597.63,Yes
2023-05-01,2884,5,External,Passed,4,974.28,Yes
2022-12-29,2885,1,External,Passed,1,176.13,No
2023-07-09,2886,5,External,Incomplete,4,263.04,Yes
2023-04-15,2887,1,Internal,Completed,5,411.52,No
2023-03-17,2888,2,External,Completed,4,119.5,No
2022-10-13,2889,2,Internal,Passed,2,817.04,Yes
2022-10-10,2890,5,Internal,Completed,5,838.84,Yes
2022-12-31,2891,5,External,Incomplete,4,767.51,No
2022-08-10,2892,5,External,Passed,5,990.52,Yes
2023-06-05,2893,3,Internal,Completed,5,205.24,Yes
2023-06-30,2894,2,Internal,Completed,5,203.06,Yes
2022-11-15,2895,4,External,Incomplete,4,555.6,No
2023-07-01,2896,5,Internal,Passed,5,794.92,Yes
2022-11-26,2897,3,Internal,Passed,2,926.17,Yes
2023-06-22,2898,3,Internal,Completed,1,832.37,Yes
2023-03-26,2899,3,Internal,Completed,5,128.8,No
2023-01-16,2900,2,External,Passed,4,255.02,Yes
2023-07-13,2901,3,Internal,Incomplete,4,674.34,No
2023-03-31,2902,4,External,Incomplete,2,778.36,Yes
2023-06-22,2903,2,External,Failed,2,906.63,No
2023-05-06,2904,5,External,Failed,4,986.01,No
2022-10-14,2905,3,External,Passed,5,846.88,Yes
2022-12-06,2906,5,External,Incomplete,1,998.74,Yes
2023-02-12,2907,1,External,Completed,4,510.69,Yes
2022-11-28,2908,3,External,Passed,1,100.55,Yes
2023-05-12,2909,5,Internal,Passed,4,818.39,Yes
2022-09-19,2910,5,Internal,Incomplete,1,763.78,Yes
2023-03-28,2911,5,Internal,Passed,1,292.36,Yes
2023-01-11,2912,1,Internal,Completed,2,990.45,Yes
2022-12-01,2913,1,External,Completed,3,989.75,Yes
2022-10-15,2914,1,Internal,Failed,1,194.13,Yes
2023-03-25,2915,5,Internal,Incomplete,2,993.79,Yes
2022-10-09,2916,5,Internal,Incomplete,2,932.4,No
2022-10-15,2917,2,External,Passed,3,636.37,Yes
2022-08-28,2918,4,External,Failed,1,333.03,No
2023-04-23,2919,5,Internal,Failed,1,195.63,Yes
2022-09-27,2920,5,External,Completed,2,140.27,Yes
2023-01-11,2921,2,External,Incomplete,1,465.54,No
2023-05-19,2922,5,External,Incomplete,1,713.3,Yes
2022-10-15,2923,5,Internal,Failed,4,632.73,No
2022-10-31,2924,5,External,Failed,1,244.84,Yes
2023-04-14,2925,1,External,Failed,4,689.93,No
2023-03-17,2926,5,Internal,Failed,3,459.59,Yes
2022-10-15,2927,5,External,Failed,4,597.54,No
2023-06-21,2928,1,External,Incomplete,2,175.63,Yes
2022-09-23,2929,4,Internal,Passed,5,120.14,No
2023-02-23,2930,5,External,Failed,5,871.29,No
2023-07-23,2931,3,External,Passed,1,485.84,No
2023-05-17,2932,1,External,Completed,2,275.36,Yes
2023-07-02,2933,1,External,Incomplete,3,933.67,Yes
2023-03-14,2934,5,Internal,Passed,4,927.08,No
2023-07-25,2935,1,External,Passed,4,395.52,No
2022-12-23,2936,3,Internal,Completed,3,123.26,No
2023-07-25,2937,3,Internal,Completed,3,198.45,Yes
2023-05-18,2938,1,Internal,Passed,2,478.07,No
2022-09-06,2939,4,External,Completed,3,285.5,Yes
2023-06-14,2940,1,External,Passed,2,490.26,No
2022-11-11,2941,2,Internal,Completed,3,828.68,Yes
2023-02-20,2942,5,External,Incomplete,2,858.29,No
2023-04-04,2943,1,External,Completed,3,494.19,Yes
2023-02-17,2944,1,Internal,Passed,4,502.56,Yes
2023-07-01,2945,1,External,Failed,5,826.82,No
